name,center_x,center_y,class,set
460906c0b1fe17ea5354,25978,34426,Nonmitosis,train
460906c0b1fe17ea5354,26131,31991,Nonmitosis,train
460906c0b1fe17ea5354,26139,31969,Nonmitosis,train
460906c0b1fe17ea5354,27140,18799,Nonmitosis,train
460906c0b1fe17ea5354,27166,30912,Mitosis,train
460906c0b1fe17ea5354,27445,25779,Nonmitosis,train
460906c0b1fe17ea5354,28608,30347,Nonmitosis,train
460906c0b1fe17ea5354,29035,29561,Nonmitosis,train
460906c0b1fe17ea5354,30132,15546,Nonmitosis,train
460906c0b1fe17ea5354,31275,34451,Mitosis,train
460906c0b1fe17ea5354,31449,26772,Nonmitosis,train
460906c0b1fe17ea5354,31533,39697,Mitosis,train
460906c0b1fe17ea5354,31740,37514,Nonmitosis,train
460906c0b1fe17ea5354,31917,34204,Nonmitosis,train
460906c0b1fe17ea5354,32010,31409,Nonmitosis,train
460906c0b1fe17ea5354,31996,38725,Nonmitosis,train
460906c0b1fe17ea5354,32683,27184,Nonmitosis,train
460906c0b1fe17ea5354,32864,40782,Mitosis,train
460906c0b1fe17ea5354,32912,40760,Mitosis,train
460906c0b1fe17ea5354,33243,39034,Nonmitosis,train
460906c0b1fe17ea5354,33142,37016,Nonmitosis,train
460906c0b1fe17ea5354,33354,26684,Nonmitosis,train
460906c0b1fe17ea5354,33372,26690,Nonmitosis,train
460906c0b1fe17ea5354,33715,6920,Nonmitosis,train
460906c0b1fe17ea5354,33516,37117,Nonmitosis,train
460906c0b1fe17ea5354,33602,36031,Nonmitosis,train
460906c0b1fe17ea5354,33608,30115,Nonmitosis,train
460906c0b1fe17ea5354,33782,37194,Nonmitosis,train
460906c0b1fe17ea5354,33997,24646,Nonmitosis,train
460906c0b1fe17ea5354,34041,35307,Nonmitosis,train
460906c0b1fe17ea5354,34116,28326,Nonmitosis,train
460906c0b1fe17ea5354,34487,24089,Nonmitosis,train
460906c0b1fe17ea5354,34339,28783,Nonmitosis,train
460906c0b1fe17ea5354,34555,31529,Nonmitosis,train
460906c0b1fe17ea5354,34850,28777,Nonmitosis,train
460906c0b1fe17ea5354,35215,23103,Nonmitosis,train
460906c0b1fe17ea5354,35636,21220,Nonmitosis,train
460906c0b1fe17ea5354,35655,27477,Nonmitosis,train
460906c0b1fe17ea5354,35632,28152,Nonmitosis,train
460906c0b1fe17ea5354,36233,34521,Nonmitosis,train
460906c0b1fe17ea5354,36133,34028,Nonmitosis,train
460906c0b1fe17ea5354,36350,25026,Nonmitosis,train
460906c0b1fe17ea5354,36523,24401,Nonmitosis,train
460906c0b1fe17ea5354,36526,24164,Nonmitosis,train
460906c0b1fe17ea5354,36658,24484,Nonmitosis,train
460906c0b1fe17ea5354,36736,20944,Nonmitosis,train
460906c0b1fe17ea5354,36786,37020,Nonmitosis,train
460906c0b1fe17ea5354,36826,13443,Nonmitosis,train
460906c0b1fe17ea5354,36915,24973,Nonmitosis,train
460906c0b1fe17ea5354,37350,10090,Nonmitosis,train
460906c0b1fe17ea5354,37495,24727,Mitosis,train
460906c0b1fe17ea5354,37489,24695,Mitosis,train
460906c0b1fe17ea5354,37271,24893,Nonmitosis,train
460906c0b1fe17ea5354,37385,27043,Nonmitosis,train
460906c0b1fe17ea5354,37296,26011,Nonmitosis,train
460906c0b1fe17ea5354,37709,27389,Nonmitosis,train
460906c0b1fe17ea5354,37709,27371,Nonmitosis,train
460906c0b1fe17ea5354,37606,28589,Nonmitosis,train
460906c0b1fe17ea5354,37821,20425,Nonmitosis,train
460906c0b1fe17ea5354,37741,19668,Nonmitosis,train
460906c0b1fe17ea5354,37729,36902,Nonmitosis,train
460906c0b1fe17ea5354,38395,21725,Nonmitosis,train
460906c0b1fe17ea5354,38449,38010,Nonmitosis,train
460906c0b1fe17ea5354,38871,32490,Nonmitosis,train
460906c0b1fe17ea5354,38946,20665,Nonmitosis,train
460906c0b1fe17ea5354,39315,18829,Nonmitosis,train
460906c0b1fe17ea5354,39327,31792,Nonmitosis,train
460906c0b1fe17ea5354,39616,18190,Nonmitosis,train
460906c0b1fe17ea5354,39726,21181,Nonmitosis,train
460906c0b1fe17ea5354,40365,42080,Nonmitosis,train
460906c0b1fe17ea5354,40463,29942,Mitosis,train
460906c0b1fe17ea5354,40781,28917,Nonmitosis,train
460906c0b1fe17ea5354,41079,28260,Nonmitosis,train
460906c0b1fe17ea5354,41183,29116,Nonmitosis,train
460906c0b1fe17ea5354,41399,35447,Nonmitosis,train
460906c0b1fe17ea5354,41567,24724,Nonmitosis,train
460906c0b1fe17ea5354,41487,23949,Nonmitosis,train
460906c0b1fe17ea5354,41767,24153,Nonmitosis,train
460906c0b1fe17ea5354,41781,40910,Nonmitosis,train
460906c0b1fe17ea5354,42062,36244,Nonmitosis,train
460906c0b1fe17ea5354,42254,20222,Nonmitosis,train
460906c0b1fe17ea5354,42110,34695,Nonmitosis,train
460906c0b1fe17ea5354,42182,19641,Nonmitosis,train
460906c0b1fe17ea5354,42471,24150,Nonmitosis,train
460906c0b1fe17ea5354,42437,31980,Nonmitosis,train
460906c0b1fe17ea5354,42390,41723,Nonmitosis,train
460906c0b1fe17ea5354,42428,24348,Nonmitosis,train
460906c0b1fe17ea5354,42728,35115,Nonmitosis,train
460906c0b1fe17ea5354,42592,18684,Nonmitosis,train
460906c0b1fe17ea5354,42980,24572,Nonmitosis,train
460906c0b1fe17ea5354,42992,25895,Nonmitosis,train
460906c0b1fe17ea5354,42902,18880,Nonmitosis,train
460906c0b1fe17ea5354,42914,35175,Nonmitosis,train
460906c0b1fe17ea5354,42965,19734,Nonmitosis,train
460906c0b1fe17ea5354,42959,34523,Nonmitosis,train
460906c0b1fe17ea5354,42801,25729,Nonmitosis,train
460906c0b1fe17ea5354,43127,18385,Nonmitosis,train
460906c0b1fe17ea5354,43246,25175,Nonmitosis,train
460906c0b1fe17ea5354,43211,24179,Nonmitosis,train
460906c0b1fe17ea5354,43310,31919,Nonmitosis,train
460906c0b1fe17ea5354,43263,25175,Nonmitosis,train
460906c0b1fe17ea5354,43664,25498,Nonmitosis,train
460906c0b1fe17ea5354,43683,20746,Nonmitosis,train
460906c0b1fe17ea5354,43523,16841,Nonmitosis,train
460906c0b1fe17ea5354,43808,26259,Nonmitosis,train
460906c0b1fe17ea5354,43767,32580,Nonmitosis,train
460906c0b1fe17ea5354,43926,16053,Nonmitosis,train
460906c0b1fe17ea5354,43999,31926,Nonmitosis,train
460906c0b1fe17ea5354,44129,28755,Nonmitosis,train
460906c0b1fe17ea5354,44309,28407,Nonmitosis,train
460906c0b1fe17ea5354,44186,21768,Nonmitosis,train
460906c0b1fe17ea5354,44179,30818,Nonmitosis,train
460906c0b1fe17ea5354,44522,14729,Nonmitosis,train
460906c0b1fe17ea5354,44428,20770,Nonmitosis,train
460906c0b1fe17ea5354,44722,23890,Nonmitosis,train
460906c0b1fe17ea5354,44722,36800,Nonmitosis,train
460906c0b1fe17ea5354,44974,31073,Nonmitosis,train
460906c0b1fe17ea5354,45082,24779,Nonmitosis,train
460906c0b1fe17ea5354,44905,38744,Nonmitosis,train
460906c0b1fe17ea5354,44968,37297,Nonmitosis,train
460906c0b1fe17ea5354,44935,31457,Nonmitosis,train
460906c0b1fe17ea5354,45277,21343,Nonmitosis,train
460906c0b1fe17ea5354,45183,40290,Nonmitosis,train
460906c0b1fe17ea5354,45099,20802,Mitosis,train
460906c0b1fe17ea5354,45723,19370,Nonmitosis,train
460906c0b1fe17ea5354,45741,31511,Nonmitosis,train
460906c0b1fe17ea5354,45738,31321,Nonmitosis,train
460906c0b1fe17ea5354,45708,21413,Nonmitosis,train
460906c0b1fe17ea5354,45753,31907,Nonmitosis,train
460906c0b1fe17ea5354,45610,26392,Nonmitosis,train
460906c0b1fe17ea5354,45626,27262,Nonmitosis,train
460906c0b1fe17ea5354,45793,24532,Nonmitosis,train
460906c0b1fe17ea5354,45585,41490,Nonmitosis,train
460906c0b1fe17ea5354,45999,21143,Mitosis,train
460906c0b1fe17ea5354,45920,27717,Nonmitosis,train
460906c0b1fe17ea5354,45936,28969,Nonmitosis,train
460906c0b1fe17ea5354,45999,34914,Nonmitosis,train
460906c0b1fe17ea5354,46197,21067,Nonmitosis,train
460906c0b1fe17ea5354,46215,31165,Nonmitosis,train
460906c0b1fe17ea5354,46169,42334,Nonmitosis,train
460906c0b1fe17ea5354,46203,35748,Mitosis,train
460906c0b1fe17ea5354,46052,37098,Nonmitosis,train
460906c0b1fe17ea5354,46213,29048,Nonmitosis,train
460906c0b1fe17ea5354,46446,29795,Nonmitosis,train
460906c0b1fe17ea5354,46446,28394,Nonmitosis,train
460906c0b1fe17ea5354,46287,44395,Nonmitosis,train
460906c0b1fe17ea5354,46486,19440,Nonmitosis,train
460906c0b1fe17ea5354,46642,20535,Nonmitosis,train
460906c0b1fe17ea5354,46630,28821,Nonmitosis,train
460906c0b1fe17ea5354,46692,33903,Nonmitosis,train
460906c0b1fe17ea5354,46521,28098,Nonmitosis,train
460906c0b1fe17ea5354,46644,33134,Nonmitosis,train
460906c0b1fe17ea5354,46544,42087,Nonmitosis,train
460906c0b1fe17ea5354,46870,18340,Nonmitosis,train
460906c0b1fe17ea5354,46809,25785,Nonmitosis,train
460906c0b1fe17ea5354,46859,39418,Nonmitosis,train
460906c0b1fe17ea5354,47153,35231,Nonmitosis,train
460906c0b1fe17ea5354,47239,18689,Nonmitosis,train
460906c0b1fe17ea5354,47352,20555,Nonmitosis,train
460906c0b1fe17ea5354,47171,25402,Nonmitosis,train
460906c0b1fe17ea5354,47169,35782,Nonmitosis,train
460906c0b1fe17ea5354,47498,12753,Nonmitosis,train
460906c0b1fe17ea5354,47608,19075,Nonmitosis,train
460906c0b1fe17ea5354,47548,21093,Nonmitosis,train
460906c0b1fe17ea5354,47580,30416,Nonmitosis,train
460906c0b1fe17ea5354,47513,18873,Mitosis,train
460906c0b1fe17ea5354,47580,33895,Nonmitosis,train
460906c0b1fe17ea5354,47418,41882,Nonmitosis,train
460906c0b1fe17ea5354,47632,39560,Nonmitosis,train
460906c0b1fe17ea5354,47714,17519,Mitosis,train
460906c0b1fe17ea5354,47841,18978,Nonmitosis,train
460906c0b1fe17ea5354,47620,21849,Nonmitosis,train
460906c0b1fe17ea5354,47885,29775,Nonmitosis,train
460906c0b1fe17ea5354,47975,33400,Nonmitosis,train
460906c0b1fe17ea5354,47930,42716,Nonmitosis,train
460906c0b1fe17ea5354,47858,18979,Nonmitosis,train
460906c0b1fe17ea5354,48125,19288,Nonmitosis,train
460906c0b1fe17ea5354,48253,36725,Nonmitosis,train
460906c0b1fe17ea5354,48633,18010,Nonmitosis,train
460906c0b1fe17ea5354,48648,18049,Nonmitosis,train
460906c0b1fe17ea5354,48692,43457,Nonmitosis,train
460906c0b1fe17ea5354,48975,18471,Nonmitosis,train
460906c0b1fe17ea5354,48814,22144,Nonmitosis,train
460906c0b1fe17ea5354,48899,16791,Nonmitosis,train
460906c0b1fe17ea5354,48927,23774,Nonmitosis,train
460906c0b1fe17ea5354,49012,13150,Nonmitosis,train
460906c0b1fe17ea5354,49142,14705,Nonmitosis,train
460906c0b1fe17ea5354,49175,39617,Nonmitosis,train
460906c0b1fe17ea5354,49048,16579,Nonmitosis,train
460906c0b1fe17ea5354,49154,20251,Nonmitosis,train
460906c0b1fe17ea5354,49091,41160,Nonmitosis,train
460906c0b1fe17ea5354,49289,11959,Nonmitosis,train
460906c0b1fe17ea5354,49450,20526,Nonmitosis,train
460906c0b1fe17ea5354,49389,18111,Nonmitosis,train
460906c0b1fe17ea5354,49404,14501,Nonmitosis,train
460906c0b1fe17ea5354,49258,17700,Mitosis,train
460906c0b1fe17ea5354,49574,42686,Nonmitosis,train
460906c0b1fe17ea5354,49557,44315,Nonmitosis,train
460906c0b1fe17ea5354,49802,21279,Nonmitosis,train
460906c0b1fe17ea5354,49954,14990,Nonmitosis,train
460906c0b1fe17ea5354,49935,23746,Nonmitosis,train
460906c0b1fe17ea5354,50141,12337,Nonmitosis,train
460906c0b1fe17ea5354,50142,15424,Nonmitosis,train
460906c0b1fe17ea5354,50018,23379,Nonmitosis,train
460906c0b1fe17ea5354,50011,18586,Mitosis,train
460906c0b1fe17ea5354,50136,40875,Nonmitosis,train
460906c0b1fe17ea5354,49930,43033,Nonmitosis,train
460906c0b1fe17ea5354,50258,19722,Nonmitosis,train
460906c0b1fe17ea5354,50264,17152,Nonmitosis,train
460906c0b1fe17ea5354,50320,14742,Nonmitosis,train
460906c0b1fe17ea5354,50373,23400,Nonmitosis,train
460906c0b1fe17ea5354,50279,25600,Nonmitosis,train
460906c0b1fe17ea5354,50506,17494,Nonmitosis,train
460906c0b1fe17ea5354,50602,11405,Nonmitosis,train
460906c0b1fe17ea5354,50604,11390,Nonmitosis,train
460906c0b1fe17ea5354,50488,17521,Nonmitosis,train
460906c0b1fe17ea5354,50536,26469,Nonmitosis,train
460906c0b1fe17ea5354,50656,26949,Nonmitosis,train
460906c0b1fe17ea5354,50785,17894,Nonmitosis,train
460906c0b1fe17ea5354,50659,18615,Nonmitosis,train
460906c0b1fe17ea5354,50820,26601,Nonmitosis,train
460906c0b1fe17ea5354,50626,41181,Nonmitosis,train
460906c0b1fe17ea5354,50916,20750,Nonmitosis,train
460906c0b1fe17ea5354,51061,20495,Nonmitosis,train
460906c0b1fe17ea5354,51033,39320,Nonmitosis,train
460906c0b1fe17ea5354,51232,20098,Nonmitosis,train
460906c0b1fe17ea5354,51241,20491,Nonmitosis,train
460906c0b1fe17ea5354,51302,13427,Nonmitosis,train
460906c0b1fe17ea5354,51087,18046,Mitosis,train
460906c0b1fe17ea5354,51249,47825,Nonmitosis,train
460906c0b1fe17ea5354,51313,11948,Nonmitosis,train
460906c0b1fe17ea5354,51392,43814,Nonmitosis,train
460906c0b1fe17ea5354,51441,34053,Nonmitosis,train
460906c0b1fe17ea5354,51640,14793,Nonmitosis,train
460906c0b1fe17ea5354,51559,33682,Nonmitosis,train
460906c0b1fe17ea5354,51655,36814,Nonmitosis,train
460906c0b1fe17ea5354,51806,12460,Nonmitosis,train
460906c0b1fe17ea5354,51760,12782,Nonmitosis,train
460906c0b1fe17ea5354,51870,13825,Mitosis,train
460906c0b1fe17ea5354,51917,17796,Nonmitosis,train
460906c0b1fe17ea5354,51809,32711,Nonmitosis,train
460906c0b1fe17ea5354,51854,40996,Nonmitosis,train
460906c0b1fe17ea5354,52058,17568,Nonmitosis,train
460906c0b1fe17ea5354,52002,21001,Nonmitosis,train
460906c0b1fe17ea5354,52102,13165,Nonmitosis,train
460906c0b1fe17ea5354,52361,21724,Nonmitosis,train
460906c0b1fe17ea5354,52344,21768,Nonmitosis,train
460906c0b1fe17ea5354,52408,12406,Nonmitosis,train
460906c0b1fe17ea5354,52395,40549,Nonmitosis,train
460906c0b1fe17ea5354,52542,12812,Nonmitosis,train
460906c0b1fe17ea5354,52573,16647,Nonmitosis,train
460906c0b1fe17ea5354,52496,42163,Nonmitosis,train
460906c0b1fe17ea5354,52576,44163,Nonmitosis,train
460906c0b1fe17ea5354,52851,16123,Nonmitosis,train
460906c0b1fe17ea5354,53073,17450,Nonmitosis,train
460906c0b1fe17ea5354,52926,15069,Nonmitosis,train
460906c0b1fe17ea5354,53020,20668,Nonmitosis,train
460906c0b1fe17ea5354,53313,14919,Nonmitosis,train
460906c0b1fe17ea5354,53358,23629,Nonmitosis,train
460906c0b1fe17ea5354,53269,15214,Mitosis,train
460906c0b1fe17ea5354,53400,12660,Nonmitosis,train
460906c0b1fe17ea5354,53500,16599,Nonmitosis,train
460906c0b1fe17ea5354,53430,14139,Nonmitosis,train
460906c0b1fe17ea5354,53593,16940,Nonmitosis,train
460906c0b1fe17ea5354,53806,15881,Nonmitosis,train
460906c0b1fe17ea5354,53800,19392,Nonmitosis,train
460906c0b1fe17ea5354,53615,41553,Nonmitosis,train
460906c0b1fe17ea5354,53986,11082,Nonmitosis,train
460906c0b1fe17ea5354,53957,12817,Nonmitosis,train
460906c0b1fe17ea5354,53924,17020,Nonmitosis,train
460906c0b1fe17ea5354,54035,17250,Nonmitosis,train
460906c0b1fe17ea5354,54004,42699,Nonmitosis,train
460906c0b1fe17ea5354,53952,40953,Nonmitosis,train
460906c0b1fe17ea5354,54217,13411,Nonmitosis,train
460906c0b1fe17ea5354,54152,43724,Nonmitosis,train
460906c0b1fe17ea5354,54070,12060,Nonmitosis,train
460906c0b1fe17ea5354,54463,13910,Nonmitosis,train
460906c0b1fe17ea5354,54330,16927,Nonmitosis,train
460906c0b1fe17ea5354,54392,17336,Nonmitosis,train
460906c0b1fe17ea5354,54698,16171,Nonmitosis,train
460906c0b1fe17ea5354,54919,11836,Mitosis,train
460906c0b1fe17ea5354,54923,25093,Nonmitosis,train
460906c0b1fe17ea5354,54917,15663,Nonmitosis,train
460906c0b1fe17ea5354,55202,11280,Nonmitosis,train
460906c0b1fe17ea5354,55122,12690,Nonmitosis,train
460906c0b1fe17ea5354,55078,42732,Nonmitosis,train
460906c0b1fe17ea5354,55221,11272,Nonmitosis,train
460906c0b1fe17ea5354,55210,24084,Nonmitosis,train
460906c0b1fe17ea5354,55321,40647,Nonmitosis,train
460906c0b1fe17ea5354,55317,24390,Nonmitosis,train
460906c0b1fe17ea5354,55860,21789,Nonmitosis,train
460906c0b1fe17ea5354,55745,14089,Nonmitosis,train
460906c0b1fe17ea5354,55846,12000,Nonmitosis,train
460906c0b1fe17ea5354,55964,17813,Nonmitosis,train
460906c0b1fe17ea5354,56292,15053,Nonmitosis,train
460906c0b1fe17ea5354,56153,20601,Nonmitosis,train
460906c0b1fe17ea5354,56135,44618,Nonmitosis,train
460906c0b1fe17ea5354,56194,14809,Nonmitosis,train
460906c0b1fe17ea5354,56146,46230,Nonmitosis,train
460906c0b1fe17ea5354,56355,17600,Nonmitosis,train
460906c0b1fe17ea5354,56223,20712,Nonmitosis,train
460906c0b1fe17ea5354,56365,22872,Nonmitosis,train
460906c0b1fe17ea5354,56404,19224,Nonmitosis,train
460906c0b1fe17ea5354,56173,47634,Nonmitosis,train
460906c0b1fe17ea5354,56440,12587,Nonmitosis,train
460906c0b1fe17ea5354,56581,41781,Nonmitosis,train
460906c0b1fe17ea5354,56438,42963,Nonmitosis,train
460906c0b1fe17ea5354,56655,13969,Nonmitosis,train
460906c0b1fe17ea5354,56795,17110,Nonmitosis,train
460906c0b1fe17ea5354,56616,13135,Mitosis,train
460906c0b1fe17ea5354,56668,14529,Nonmitosis,train
460906c0b1fe17ea5354,56699,14132,Mitosis,train
460906c0b1fe17ea5354,56426,50410,Nonmitosis,train
460906c0b1fe17ea5354,56590,22490,Nonmitosis,train
460906c0b1fe17ea5354,56730,40534,Nonmitosis,train
460906c0b1fe17ea5354,56668,12636,Nonmitosis,train
460906c0b1fe17ea5354,56813,21860,Nonmitosis,train
460906c0b1fe17ea5354,56913,19804,Nonmitosis,train
460906c0b1fe17ea5354,56860,41830,Nonmitosis,train
460906c0b1fe17ea5354,57040,22168,Nonmitosis,train
460906c0b1fe17ea5354,57242,11455,Nonmitosis,train
460906c0b1fe17ea5354,56980,40494,Nonmitosis,train
460906c0b1fe17ea5354,57358,16771,Nonmitosis,train
460906c0b1fe17ea5354,57326,40737,Nonmitosis,train
460906c0b1fe17ea5354,57402,10824,Nonmitosis,train
460906c0b1fe17ea5354,57474,49884,Nonmitosis,train
460906c0b1fe17ea5354,57293,40367,Nonmitosis,train
460906c0b1fe17ea5354,57897,43864,Nonmitosis,train
460906c0b1fe17ea5354,57914,50832,Nonmitosis,train
460906c0b1fe17ea5354,57981,17235,Nonmitosis,train
460906c0b1fe17ea5354,58125,41513,Nonmitosis,train
460906c0b1fe17ea5354,58161,44184,Nonmitosis,train
460906c0b1fe17ea5354,58203,49474,Nonmitosis,train
460906c0b1fe17ea5354,58122,39437,Nonmitosis,train
460906c0b1fe17ea5354,58262,50523,Nonmitosis,train
460906c0b1fe17ea5354,58601,47498,Nonmitosis,train
460906c0b1fe17ea5354,58769,21086,Nonmitosis,train
460906c0b1fe17ea5354,58670,42782,Nonmitosis,train
460906c0b1fe17ea5354,58752,20497,Nonmitosis,train
460906c0b1fe17ea5354,58847,40529,Nonmitosis,train
460906c0b1fe17ea5354,58989,42040,Nonmitosis,train
460906c0b1fe17ea5354,59226,41389,Nonmitosis,train
460906c0b1fe17ea5354,59770,15642,Nonmitosis,train
460906c0b1fe17ea5354,59787,16417,Nonmitosis,train
460906c0b1fe17ea5354,59784,20038,Nonmitosis,train
460906c0b1fe17ea5354,59909,21692,Nonmitosis,train
460906c0b1fe17ea5354,59687,42822,Nonmitosis,train
460906c0b1fe17ea5354,60034,44178,Mitosis,train
460906c0b1fe17ea5354,60133,19171,Nonmitosis,train
460906c0b1fe17ea5354,59997,21111,Nonmitosis,train
460906c0b1fe17ea5354,60153,42473,Nonmitosis,train
460906c0b1fe17ea5354,60274,48763,Nonmitosis,train
460906c0b1fe17ea5354,60274,48780,Nonmitosis,train
460906c0b1fe17ea5354,60303,15087,Nonmitosis,train
460906c0b1fe17ea5354,60362,44161,Nonmitosis,train
460906c0b1fe17ea5354,60491,48780,Nonmitosis,train
460906c0b1fe17ea5354,60764,15100,Nonmitosis,train
460906c0b1fe17ea5354,60936,15744,Nonmitosis,train
460906c0b1fe17ea5354,60976,51313,Nonmitosis,train
460906c0b1fe17ea5354,61330,43912,Nonmitosis,train
460906c0b1fe17ea5354,61273,49736,Nonmitosis,train
460906c0b1fe17ea5354,61611,44754,Nonmitosis,train
460906c0b1fe17ea5354,61471,42518,Mitosis,train
460906c0b1fe17ea5354,61759,40566,Mitosis,train
460906c0b1fe17ea5354,61809,44860,Nonmitosis,train
460906c0b1fe17ea5354,62398,46715,Nonmitosis,train
460906c0b1fe17ea5354,62529,49366,Nonmitosis,train
460906c0b1fe17ea5354,62745,40261,Nonmitosis,train
460906c0b1fe17ea5354,62794,38513,Nonmitosis,train
460906c0b1fe17ea5354,62976,47404,Nonmitosis,train
460906c0b1fe17ea5354,62828,40254,Nonmitosis,train
460906c0b1fe17ea5354,62834,47941,Nonmitosis,train
460906c0b1fe17ea5354,62865,51822,Nonmitosis,train
460906c0b1fe17ea5354,62812,38512,Nonmitosis,train
460906c0b1fe17ea5354,63299,35815,Nonmitosis,train
460906c0b1fe17ea5354,63273,47242,Nonmitosis,train
460906c0b1fe17ea5354,63570,31750,Nonmitosis,train
460906c0b1fe17ea5354,63722,46514,Nonmitosis,train
460906c0b1fe17ea5354,63679,47286,Nonmitosis,train
460906c0b1fe17ea5354,63898,42835,Nonmitosis,train
460906c0b1fe17ea5354,63998,34316,Nonmitosis,train
460906c0b1fe17ea5354,64026,43919,Nonmitosis,train
460906c0b1fe17ea5354,64000,39846,Nonmitosis,train
460906c0b1fe17ea5354,63997,42009,Nonmitosis,train
460906c0b1fe17ea5354,64413,31214,Nonmitosis,train
460906c0b1fe17ea5354,64865,46957,Nonmitosis,train
460906c0b1fe17ea5354,64687,41904,Nonmitosis,train
460906c0b1fe17ea5354,64862,44677,Nonmitosis,train
460906c0b1fe17ea5354,64967,41357,Nonmitosis,train
460906c0b1fe17ea5354,64998,38663,Nonmitosis,train
460906c0b1fe17ea5354,64950,39512,Nonmitosis,train
460906c0b1fe17ea5354,65271,36355,Nonmitosis,train
460906c0b1fe17ea5354,65435,47348,Nonmitosis,train
460906c0b1fe17ea5354,65396,36413,Nonmitosis,train
460906c0b1fe17ea5354,65489,42748,Nonmitosis,train
460906c0b1fe17ea5354,65622,30600,Nonmitosis,train
460906c0b1fe17ea5354,65716,40248,Nonmitosis,train
460906c0b1fe17ea5354,66013,39573,Nonmitosis,train
460906c0b1fe17ea5354,66032,39572,Nonmitosis,train
460906c0b1fe17ea5354,66128,39574,Nonmitosis,train
460906c0b1fe17ea5354,66145,35768,Nonmitosis,train
460906c0b1fe17ea5354,66342,38429,Nonmitosis,train
460906c0b1fe17ea5354,66424,43512,Nonmitosis,train
460906c0b1fe17ea5354,66591,38651,Nonmitosis,train
460906c0b1fe17ea5354,66650,35672,Nonmitosis,train
460906c0b1fe17ea5354,66492,51028,Mitosis,train
460906c0b1fe17ea5354,66605,52460,Nonmitosis,train
460906c0b1fe17ea5354,67333,47880,Nonmitosis,train
460906c0b1fe17ea5354,67185,42346,Nonmitosis,train
460906c0b1fe17ea5354,67541,36812,Nonmitosis,train
460906c0b1fe17ea5354,67692,36978,Nonmitosis,train
460906c0b1fe17ea5354,68310,34064,Nonmitosis,train
460906c0b1fe17ea5354,68157,39251,Nonmitosis,train
460906c0b1fe17ea5354,68237,35080,Nonmitosis,train
460906c0b1fe17ea5354,68201,35432,Nonmitosis,train
460906c0b1fe17ea5354,68278,36052,Nonmitosis,train
460906c0b1fe17ea5354,68306,38529,Nonmitosis,train
460906c0b1fe17ea5354,68545,29785,Nonmitosis,train
460906c0b1fe17ea5354,68152,39034,Nonmitosis,train
460906c0b1fe17ea5354,68503,36837,Nonmitosis,train
460906c0b1fe17ea5354,68629,39743,Nonmitosis,train
460906c0b1fe17ea5354,68952,33599,Nonmitosis,train
460906c0b1fe17ea5354,69219,34550,Nonmitosis,train
460906c0b1fe17ea5354,69426,47116,Nonmitosis,train
460906c0b1fe17ea5354,69240,33650,Nonmitosis,train
460906c0b1fe17ea5354,69397,34538,Nonmitosis,train
460906c0b1fe17ea5354,69428,52525,Nonmitosis,train
460906c0b1fe17ea5354,69464,48304,Nonmitosis,train
460906c0b1fe17ea5354,69982,41520,Nonmitosis,train
460906c0b1fe17ea5354,70039,38882,Nonmitosis,train
460906c0b1fe17ea5354,69890,54090,Nonmitosis,train
460906c0b1fe17ea5354,70145,39677,Nonmitosis,train
460906c0b1fe17ea5354,70175,45198,Nonmitosis,train
460906c0b1fe17ea5354,70910,32324,Nonmitosis,train
460906c0b1fe17ea5354,70975,37774,Nonmitosis,train
460906c0b1fe17ea5354,71084,32466,Nonmitosis,train
460906c0b1fe17ea5354,71056,46267,Nonmitosis,train
460906c0b1fe17ea5354,71109,42015,Mitosis,train
460906c0b1fe17ea5354,71069,46709,Nonmitosis,train
460906c0b1fe17ea5354,71289,46426,Nonmitosis,train
460906c0b1fe17ea5354,71240,46471,Nonmitosis,train
460906c0b1fe17ea5354,71340,46416,Nonmitosis,train
460906c0b1fe17ea5354,71587,36260,Nonmitosis,train
460906c0b1fe17ea5354,71570,36511,Nonmitosis,train
460906c0b1fe17ea5354,71585,51490,Nonmitosis,train
460906c0b1fe17ea5354,71894,34045,Nonmitosis,train
460906c0b1fe17ea5354,71796,37030,Nonmitosis,train
460906c0b1fe17ea5354,71930,37773,Nonmitosis,train
460906c0b1fe17ea5354,71944,40962,Nonmitosis,train
460906c0b1fe17ea5354,72047,47401,Nonmitosis,train
460906c0b1fe17ea5354,72442,34818,Mitosis,train
460906c0b1fe17ea5354,72245,42334,Mitosis,train
460906c0b1fe17ea5354,72325,35690,Nonmitosis,train
460906c0b1fe17ea5354,72468,34077,Nonmitosis,train
460906c0b1fe17ea5354,72662,34847,Nonmitosis,train
460906c0b1fe17ea5354,72682,36857,Nonmitosis,train
460906c0b1fe17ea5354,72682,55659,Nonmitosis,train
460906c0b1fe17ea5354,72719,44980,Mitosis,train
460906c0b1fe17ea5354,72920,40463,Nonmitosis,train
460906c0b1fe17ea5354,73226,36352,Nonmitosis,train
460906c0b1fe17ea5354,73488,41648,Mitosis,train
460906c0b1fe17ea5354,73674,41783,Nonmitosis,train
460906c0b1fe17ea5354,73756,48157,Nonmitosis,train
460906c0b1fe17ea5354,73950,43899,Nonmitosis,train
460906c0b1fe17ea5354,74058,42821,Nonmitosis,train
460906c0b1fe17ea5354,74227,37962,Nonmitosis,train
460906c0b1fe17ea5354,73998,44083,Nonmitosis,train
460906c0b1fe17ea5354,73995,53693,Nonmitosis,train
